LATITUDE,LONGITUDE
-22.513044,-43.164702
-22.915444,-43.227925
-22.906639,-43.074832
-23.016476,-44.534979
-22.993553,-43.621263
-22.415476,-43.434309
-22.84449,-42.100838
-22.794329,-43.397908
-21.564969,-42.181517
-22.843318,-42.027174
-22.823854,-42.997802
-22.882214,-43.076465
-22.887717,-43.285019
-23.003422,-43.440976
-22.899887,-43.682116
-21.194077,-41.882247
-23.029865,-43.472592
-22.864625,-43.774173
-22.618814,-43.175363
-22.780788,-43.320741
-22.117258,-43.213587
-22.751484,-42.848121
-22.837746,-43.27316
-21.448677,-41.682696
-23.226436,-44.72033
-22.85077,-43.313545
-22.962904,-44.035358
-22.98974,-43.311353
-22.986961,-43.248047
-22.9141,-43.693621
-22.99678,-43.61643
-22.935499,-43.189511
-22.934566,-43.565444
-22.917304,-43.586528
-22.730789,-42.822872
-22.893334,-43.361311
-22.722328,-43.737107
-22.9037,-43.118003
-22.797884,-43.603792
-22.899746,-43.315644
-22.900683,-43.132803
-22.922736,-43.213308
-22.892668,-42.355414
-22.136825,-43.172773
-22.209473,-43.617814
-22.90792,-43.278509
-22.596571,-43.193357
-22.791013,-43.339871
-23.014909,-43.449729
-22.784964,-43.041163
-22.738498,-42.856415
-22.744544,-43.687322
-21.323888,-41.477058
-22.875615,-42.278133
-22.457088,-44.440437
-22.881968,-42.018343
-22.813056,-43.016284
-22.96083,-43.68963
-22.891034,-43.272007
-22.909067,-43.558098
-22.783548,-43.318095
-21.709212,-41.307785
-22.680576,-43.091117
-22.897894,-43.238694
-22.995961,-43.236531
-22.95578,-43.379372
-22.284127,-43.584314
-22.80454,-42.979632
-22.800829,-43.186987
-22.816166,-43.390097
-22.680089,-43.601112
-22.433803,-42.964357
-22.3328,-41.737148
-22.87113,-43.00807
-22.424332,-44.285084
-22.992985,-43.23743
-22.648562,-42.008044
-22.877739,-43.325196
-22.836222,-42.955972
-22.817034,-43.343382
-22.717535,-42.640862
-21.778034,-41.316172
-22.964422,-43.384394
-23.224352,-44.752341
-22.776092,-42.929207
-22.813234,-43.224046
-22.750217,-43.278741
-21.036089,-41.894201
-22.478276,-43.808461
-22.703709,-43.556031
-22.987912,-43.293763
-22.883633,-43.635415
-22.850377,-43.316525
-22.992811,-43.622649
-22.848045,-42.96226
-22.858854,-43.546738
-22.960885,-44.290699
-22.893355,-43.483405
-22.778707,-43.401043
-22.953308,-43.186491
-22.477794,-43.157669
-22.523715,-43.18115
-22.793246,-42.960498
-22.714948,-43.396955
-22.894359,-43.284835
-22.870845,-43.371576
-22.861992,-43.072701
-22.488667,-41.911073
-22.890909,-42.042962
-22.964822,-43.171879
-22.613878,-43.029381
-22.744235,-43.485108
-22.984921,-43.228012
-22.91416,-43.520502
-22.95378,-43.560856
-22.502729,-44.064144
-21.537652,-42.182192
-22.939942,-43.175173
-21.358332,-41.974022
-22.39305,-43.640807
-22.932125,-43.69178
-22.66343,-43.131325
-22.733816,-43.468858
-22.897894,-43.238694
-22.690691,-43.42473
-22.823416,-42.014773
-21.717083,-41.304816
-22.870805,-43.317377
-22.459221,-43.821978
-22.894629,-43.274357
-22.674979,-43.306687
-22.463883,-43.470279
-22.222371,-43.100987
-22.36463,-42.032063
-22.420651,-42.975094
-23.013926,-43.454534
-22.839688,-42.023684
-22.732529,-43.48112
-23.01372,-43.453981
-22.925026,-43.214019
-22.891851,-43.840602
-22.883414,-43.26535
-22.873453,-43.107076
-22.411581,-43.179261
-22.75263,-42.882197
-22.87173,-42.278131
-22.893543,-43.274262
-22.762984,-43.001725
-21.765172,-41.522388
-22.816853,-43.34765
-22.931983,-43.652687
-23.028021,-43.473737
-22.170876,-42.453681
-21.79167,-41.277439
-22.891504,-43.575281
-22.884018,-43.309583
-22.859603,-43.344353
-22.846389,-43.274921
-21.759642,-41.312058
-22.917611,-43.188829
-22.634448,-43.198043
-22.872378,-43.237978
-21.205775,-42.123107
-22.887304,-43.387685
-22.854356,-42.33368
-22.563314,-44.174606
-22.914527,-43.205071
-22.794939,-43.561886
-22.828203,-43.278493
-22.948486,-43.182623
-22.981937,-44.29723
-22.907096,-43.422134
-22.968156,-43.190227
-22.943738,-43.379668
-22.388568,-41.792743
-22.869933,-43.013172
-22.93938,-43.177907
-22.872342,-43.237994
-22.743442,-43.390003
-22.927899,-43.176939
-22.884583,-43.422727
-22.783283,-43.314483
-22.79044,-43.548349
-22.66481,-43.033079
-22.941165,-43.327295
-22.966184,-44.438876
-22.189947,-42.984521
-22.654643,-43.414954
-22.639336,-43.226846
-22.467812,-42.645936
-22.981722,-43.210442
-22.869384,-43.218322
-22.850261,-43.372041
-22.870293,-43.523888
-22.196396,-42.510845
-22.944452,-43.329629
-21.857637,-41.21206
-22.836966,-43.274825
-22.585588,-43.024034
-21.951252,-42.008018
-22.896528,-43.272841
-22.886352,-43.426738
-22.584678,-43.168014
-22.6846,-43.279777
-22.506021,-44.071069
-22.891847,-43.518942
-22.789608,-43.548965
-22.962037,-43.173927
-22.820964,-42.97715
-22.929539,-43.243499
-22.731061,-43.507304
-22.742402,-43.379352
-22.616593,-43.184451
-22.87875,-43.094499
-22.91938,-43.638418
-22.822625,-43.016064
-22.769003,-43.413657
-22.510778,-43.199486
-22.886605,-43.355202
-22.948491,-43.182773
-22.905102,-42.481867
-22.885216,-43.096193
-22.704093,-43.160748
-22.886023,-43.305186
-21.653847,-41.750726
-22.872427,-43.01744
-22.087349,-43.211432
-22.708356,-43.33487
-22.636324,-42.023122
-22.964481,-43.172393
-22.034085,-42.389249
-22.839072,-42.313372
-22.837186,-43.312073
-21.997864,-42.362693
-22.725235,-43.402684
-22.646671,-43.20708
-22.872897,-43.238456
-22.708925,-43.452921
-22.929977,-43.2466
-22.732629,-43.469384
-22.903166,-43.249544
-22.842157,-43.298311
-22.818839,-43.0684
-22.819874,-43.379638
-22.844428,-42.996724
-22.86015,-42.950213
-22.800169,-43.399897
-22.965455,-43.404941
-22.967627,-43.187006
-22.869882,-42.348885
-22.622591,-42.024224
-22.915874,-43.605283
-22.988603,-43.29679
-22.820344,-43.078942
-23.007331,-44.293621
-22.813077,-43.600558
-22.913706,-43.201609
-22.48533,-44.575467
-21.656599,-41.738993
-22.878324,-43.48385
-23.024383,-43.477562
-23.007943,-44.220719
-22.482039,-44.571027
-22.797772,-43.20544
-22.870719,-43.318635
-22.951314,-43.18369
-22.893191,-43.285337
-22.808613,-43.40268
-22.839583,-43.308035
-22.884511,-43.601603
-22.920701,-43.937199
-22.895562,-43.342012
-22.72312,-43.33507
-22.869163,-43.421404
-22.859151,-43.033877
-22.148184,-42.912479
-22.930749,-43.652622
-22.925859,-43.653673
-22.47985,-44.042715
-21.750405,-41.187465
-22.996681,-43.616484
-22.981889,-43.209287
-22.860826,-43.266937
-22.760464,-43.47332
-21.779433,-41.307347
-22.927077,-43.094975
-22.862456,-43.070746
-22.142083,-42.902507
-22.734741,-43.483453
-22.767781,-43.385621
-22.959711,-43.201384
-22.822476,-43.322747
-21.670879,-42.088929
-22.959404,-43.201352
-22.851113,-43.243626
-22.904063,-43.259146
-22.964572,-42.961433
-22.759114,-43.495922
-22.904135,-42.043236
-22.486347,-44.076374
-21.614126,-42.106029
-22.861293,-42.354195
-22.949801,-43.190841
-22.848612,-43.28733
-22.796346,-43.020785
-22.958409,-44.287938
-22.791018,-43.427696
-22.92191,-42.466206
-22.896953,-43.21819
-22.814545,-43.060988
-22.519787,-41.934494
-22.649202,-43.506253
-22.975027,-42.025206
-22.25461,-42.656503
-22.673297,-43.834783
-22.86908,-43.286556
-22.92688,-43.179141
-22.955359,-43.192312
-22.643117,-43.22402
-22.457113,-44.439904
-22.8892,-43.516568
-22.882022,-43.492327
-22.698499,-43.525385
-22.961047,-43.204867
-22.85632,-43.608468
-22.832666,-43.081074
-22.35815,-41.792123
-21.768129,-41.31197
-22.781723,-43.303451
-22.416756,-42.982378
-22.802705,-42.995958
-22.850157,-43.07679
-22.997704,-43.630065
-22.861548,-43.086959
-22.497396,-44.049779
-22.931755,-42.529404
-22.839562,-43.275268
-22.840188,-43.366037
-22.719255,-43.423605
-22.90647,-43.307796
-21.546786,-42.045418
-22.474258,-44.456808
-22.95433,-42.719491
-22.753738,-43.47937
-22.986632,-43.231583
-22.874343,-43.371106
-22.964422,-43.384394
-22.997016,-43.314315
-22.875502,-43.357107
-22.931033,-43.240911
-22.85129,-43.313309
-22.731854,-43.302024
-22.939437,-43.332918
-21.639962,-41.751338
-21.726739,-41.324252
-22.939238,-43.177913
-22.915444,-43.227925
-22.928847,-43.239355
-22.479602,-43.500121
-22.711087,-43.462082
-22.756299,-43.316345
-22.459225,-43.478507
-22.736898,-43.359294
-22.814172,-43.205793
-22.785195,-43.331983
-22.925087,-43.56483
-22.84424,-43.33015
-22.790891,-43.433382
-22.830061,-43.074722
-22.922696,-43.373417
-22.913694,-43.696681
-22.941947,-43.57315
-22.984778,-43.225847
-22.036507,-41.042416
-22.545725,-44.106538
-22.88801,-43.229072
-21.636834,-42.00599
-22.933442,-43.578475
-22.746564,-43.327822
-22.451974,-44.430407
-22.317605,-41.718764
-22.833703,-42.318852
-22.735331,-42.813605
-21.217477,-41.88935
-22.768265,-43.423361
-22.034266,-42.38922
-22.796256,-43.307916
-22.865522,-43.473492
-22.454544,-44.439735
-21.193896,-41.882239
-22.902585,-43.198514
-21.216108,-41.888756
-22.781781,-43.386438
-21.494562,-41.072728
-22.06308,-42.064577
-22.904996,-43.244606
-22.734968,-43.40802
-22.971201,-44.29362
-22.970348,-43.396496
-22.847957,-43.466289
-22.785846,-43.366473
-22.814055,-43.026466
-22.731477,-42.71914
-22.633258,-43.208575
-22.875022,-43.486158
-22.760145,-43.439261
-22.834434,-42.100406
-22.900224,-43.113177
-22.913784,-43.383142
-22.755955,-42.849939
-22.372899,-43.002779
-22.860003,-42.947887
-22.728939,-42.82461
-21.605341,-41.31366
-22.934789,-43.239629
-22.873256,-43.800202
-22.981877,-44.29722
-22.450302,-43.464807
-22.11419,-42.351396
-22.875107,-42.044934
-22.872401,-43.520551
-22.715065,-43.536833
-22.767977,-43.42356
-22.874498,-43.501013
-22.641143,-43.258915
-22.087261,-43.211502
-21.634905,-42.000421
-22.965387,-43.192699
-22.962037,-43.173927
-21.573407,-41.805743
-22.114583,-41.468356
-22.387627,-41.78905
-22.890124,-43.46889
-22.884115,-42.980064
-21.495257,-41.614322
-22.87079,-43.371578
-22.949526,-43.182169
-22.086005,-42.700128
-22.476257,-44.061344
-22.848421,-43.266521
-22.797685,-43.207754
-22.913785,-43.630163
-21.523409,-41.076091
-21.619752,-41.313772
-22.899858,-43.262297
-22.898944,-43.266151
-22.876686,-43.266427
-22.839562,-43.275268
-22.882885,-42.031139
-22.965944,-44.438866
-22.680694,-43.261033
-22.709693,-43.305645
-22.890718,-43.271996
-22.428106,-43.16648
-22.866502,-43.794646
-22.88356,-43.251655
-22.730363,-43.336105
-22.786396,-43.174295
-20.917867,-41.858201
-22.903735,-42.048186
-22.471234,-44.486238
-22.986691,-43.231321
-23.007057,-44.296045
-22.663849,-43.291413
-22.949526,-43.182169
-22.893778,-42.362533
-22.870719,-43.318635
-22.710982,-43.462207
-22.39341,-42.170452
-22.867041,-42.283371
-22.87771,-43.475414
-22.449177,-43.464419
-22.915551,-43.205352
-22.962037,-43.173927
-22.903149,-43.609282
-22.677355,-43.447183
-22.692575,-43.261466
-22.963684,-44.439523
-22.479838,-42.202384
-22.90574,-43.700879
-22.472099,-44.445028
-22.878647,-43.252575
-22.935469,-43.189541
-21.440676,-41.133497
-22.743376,-43.4809
-22.778906,-43.547649
-22.922339,-43.907201
-22.783317,-43.31479
-22.798486,-43.40274
-23.009739,-44.222703
-22.887089,-43.340695
-23.028027,-43.474791
-22.743373,-41.967851
-22.845834,-43.301128
-22.721408,-43.31798
-22.228247,-42.529716
-22.819974,-43.380646
-22.831373,-43.321815
-22.875941,-43.524087
-22.025473,-42.792121
-22.690999,-43.559686
-22.945922,-42.160183
-22.881284,-42.474505
-21.577617,-42.068542
-22.869616,-42.310879
-22.53242,-44.123963
-22.917553,-43.389448
-22.878614,-42.038328
-22.81747,-43.34753
-22.859392,-43.033829
-22.789587,-43.178921
-22.873354,-43.364631
-22.972867,-43.398882
-22.825962,-42.00892
-22.957915,-43.686175
-21.988439,-42.373885
-22.819984,-43.365229
-22.972465,-44.297337
-22.768659,-42.902475
-22.842391,-43.01012
-22.883251,-43.251205
-22.798956,-43.367094
-22.927181,-43.430952
-22.838626,-43.376665
-22.833573,-43.40038
-22.968605,-43.187534
-22.784343,-43.552243
-22.417967,-42.974666
-22.852897,-43.24211
-22.917309,-43.938315
-22.897736,-42.793705
-22.802961,-42.962
-22.702858,-43.268777
-22.776445,-43.317272
-22.72516,-43.52631
-22.906538,-43.087335
-22.877569,-43.003277
-22.8361,-43.360826
-22.933755,-43.69876
-22.506193,-43.935051
-22.712309,-43.530447
-22.686759,-43.35016
-22.679336,-43.239163
-22.926017,-43.179132
-22.762306,-43.33791
-22.984921,-43.228012
-22.84765,-43.074747
-22.604276,-43.171237
-22.697227,-43.239039
-22.720102,-43.350876
-22.883605,-43.635256
-22.338515,-43.418516
-21.762377,-41.305534
-21.776899,-41.290003
-22.741468,-43.473504
-22.769926,-43.384681
-22.982933,-43.217933
-22.818755,-43.407129
-22.894041,-43.274568
-22.766177,-43.332675
-22.927855,-43.683948
-22.84558,-43.083345
-21.50994,-41.079995
-22.734342,-43.483916
-20.969263,-42.037292
-22.886294,-43.105231
-22.943947,-43.040057
-22.760909,-43.368856
-22.921917,-43.940049
-22.892826,-43.276621
-22.232558,-42.513222
-22.852448,-43.323302
-22.933525,-43.174534
-22.811083,-43.299732
-21.523161,-41.075738
-22.828351,-43.332918
-22.89658,-43.098853
-22.785662,-43.569992
-21.773169,-41.321422
-22.836084,-42.225244
-22.552853,-44.10939
-22.760018,-42.915025
-22.903828,-43.118008
-21.131138,-41.667772
-22.730571,-42.719638
-22.697534,-43.238157
-22.383075,-41.781712
-22.111433,-43.21995
-22.925978,-43.178919
-22.935469,-43.189541
-22.461554,-44.287527
-22.903809,-43.097483
-22.931432,-42.54455
-22.88143,-42.493594
-21.67946,-42.185721
-22.92793,-43.176992
-22.779462,-41.928506
-22.220858,-42.517409
-21.607506,-41.893564
-22.391958,-41.798664
-22.997332,-44.249483
-22.913355,-43.296015
-22.242375,-42.106783
-22.912648,-43.280997
-20.973777,-42.043316
-22.887232,-42.028298
-22.930584,-43.355019
-22.789596,-43.037566
-22.498721,-43.836506
-22.723732,-42.832907
-22.90238,-43.268066
-22.61812,-42.024186
-23.013504,-43.451552
-22.894724,-43.280552
-22.884783,-43.411634
-22.705577,-43.522151
-22.887522,-43.385448
-22.845185,-43.258865
-22.930475,-43.113768
-22.849356,-43.07576
-22.823843,-43.356753
-22.887016,-42.047351
-22.880497,-42.975393
-22.537652,-43.190203
-22.859775,-43.26982
-22.642424,-43.261321
-21.764828,-41.522294
-22.867293,-43.439751
-22.875013,-42.993393
-22.756875,-43.310137
-22.859573,-43.245314
-22.885812,-43.417369
-22.850948,-43.24283
-22.859312,-43.279895
