COD_ID;CLASSE;QTD_CLIENTES;SOMA_CAR_INST;ENE_01;ENE_02;ENE_03;ENE_04;ENE_05;ENE_06;ENE_07;ENE_08;ENE_09;ENE_10;ENE_11;ENE_12
BUE;COMERCIAL;207;399.59999999999985;106571.15;113930.09;136729.74;121804.52;122149.47;128305.02;107496.28;105693.91;93824.04000000001;96880.28;97978.85;90118.83000000002
BUE;RURAL;164;110.75999999999998;39723.750000000015;32366.0;39651.16;45863.0;43329.12000000002;39915.0;37863.0;31098.0;30991.0;37221.0;35805.0;31272.0
VAS;RESIDENCIAL;10160;4367.630000000068;1233687.93;1270705.6499999885;1259830.78;1123347.5600000082;1372700.840000001;1327406.220000006;1557067.519999974;1027842.1699999959;1080837.6;1036310.1199999935;1022725.0199999869;1038170.0
ARA;COMERCIAL;1635;9217.669999999998;1623267.9499999997;1784333.58;1943810.67;2055698.86;1990007.42;2068300.72;2075782.6099999999;1779586.5200000003;1590326.63;1523101.91;1547148.71;1428094.45
ARA;RESIDENCIAL;27931;13627.730000000098;3265429.7;3575670.8500000117;3306185.9799999995;4043248.889999862;4993975.28999996;4554316.400000016;5156166.060000163;3194290.5900000436;3354208.5599999996;3282805.809999963;3232103.050000064;3351806.68
RDO;RESIDENCIAL;68545;31231.750000001368;8987129.24;9821958.72000032;10324338.81;9487821.470000489;11686809.820000378;10868241.749999017;12490754.079999655;8106267.580000046;8689410.55;8283494.930000547;8128102.489999489;8488837.46
TAM;RURAL;149;81.20999999999995;39511.49999999997;35817.68;41315.89;39649.78;39225.11999999998;41263.0;34585.64;31543.88;30235.35;33494.729999999996;32035.45;32188.71
MOB;COMERCIAL;2202;21826.840000000004;2216209.98;2270774.0;2452066.6599999997;2609433.5599999996;2818561.1899999995;2651486.2399999998;2941337.16;2666570.7300000004;2404721.64;2251858.9099999997;2326427.86;2257112.2499999995
MOB;RESIDENCIAL;42172;22369.320000001644;4995710.930000001;5258714.04000015;5576879.07;5814337.50000028;7116457.559999849;6788561.859999345;8053734.889999839;5138634.520000088;5427448.0;5098485.710000023;5074456.960000104;5431559.4
URU;RESIDENCIAL;10905;4458.569999999945;1325018.5999999999;1349939.5899999638;1471758.72;1221359.3999999946;1490989.3600000022;1403187.8100000015;1702152.6000000099;1104302.3300000157;1200838.2;1110435.1499999892;1101552.3200000026;1149119.6
URU;COMERCIAL;379;967.0399999999997;239528.47;226583.7;254630.43000000005;272898.26;274804.43;263916.4;266877.89;246450.51;222929.37000000002;223758.77000000002;241195.66;187161.63999999998
MOB;RURAL;190;228.6099999999999;53681.89999999998;45260.0;52054.68;53947.0;57616.73999999999;57656.0;55698.0;54658.0;45814.0;45407.0;44867.0;47899.0
URU;RURAL;513;399.5899999999997;96967.68000000002;91228.0;102043.69;96235.0;99818.40000000008;100397.0;90914.0;88201.0;87790.0;90375.0;80972.0;83431.0
MAL;COMERCIAL;16;6.040000000000001;2499.0;2594.0;2983.0;3144.0;3401.0;3786.0;3434.0;3303.0;2983.0;3107.0;3169.0;2828.15
MAL;RESIDENCIAL;413;162.77999999999994;50835.64;54170.200000000004;50567.0;50168.77000000001;53306.320000000036;50873.72999999992;58495.11999999995;43888.31999999997;53398.0;42124.01999999991;37049.37999999998;37774.0
MAL;RURAL;39;38.32;8797.539999999999;6866.0;4264.8;4790.0;4855.260000000001;5556.0;5585.0;9336.0;15315.0;11094.0;17058.0;12415.0
GOI;RURAL;100;61.35999999999999;21015.86999999999;19055.0;21968.04;19698.0;21315.72000000001;21590.0;19958.0;22502.0;17078.0;17599.0;16907.0;25885.0
FRL;RESIDENCIAL;1253;332.54999999999984;133864.7;142052.7999999998;145794.0;123224.11000000007;148676.88000000024;142068.12000000066;157495.05000000002;111937.2199999997;123544.0;120242.40999999986;122173.9300000001;131998.0
FRL;RURAL;527;340.3099999999996;91920.48999999996;82099.0;96571.0;92902.0;97589.69999999998;94595.0;90043.0;93789.0;89289.0;89747.0;89723.0;84734.0
PNV;COMERCIAL;229;4192.21;555050.1699999999;507135.64999999997;557007.71;468297.89999999997;569692.44;505548.87;644087.66;563246.54;464086.17;332886.08;513134.14999999997;546634.73
PNV;INDUSTRIAL;8;6339.31;1355914.6;1538670.48;1767643.9200000002;1322455.66;1097769.9200000002;1327218.6700000002;1557829.95;1439686.3900000001;1103037.58;906730.5700000001;1085414.48;1124225.8
ZSL;PODER_PUBLICO;170;5256.32;260907.43;285142.86;321543.56999999995;454961.82;483405.22;587038.12;549150.4700000001;444650.52;367233.8;350897.66000000003;378461.77;364633.84
MPA;INDUSTRIAL;25;640.15;60352.43;60495.41999999999;63302.979999999996;84052.42000000001;91932.26999999999;81277.66;98137.53;79713.18;76961.97;77521.98000000001;61051.399999999994;69947.35
ITP;RESIDENCIAL;17523;9909.399999999818;2870244.3600000003;2930322.720000021;3049015.6100000003;2901891.869999973;3536620.7399999355;3221127.860000012;3914121.360000078;2755025.2300000186;3209589.8000000003;3019872.4400000055;3053822.740000051;3132869.7699999996
GOI;INDUSTRIAL;58;6830.26;608821.3599999999;617019.16;600684.73;520274.97000000003;571981.39;475079.26000000007;516842.8799999999;549307.62;595476.2100000001;646300.9700000002;615044.0100000001;644095.02
SAB;INDUSTRIAL;31;3472.21;248463.74000000002;271736.07999999996;238610.75999999995;202009.32;218136.44;179837.76;247302.08;207792.33999999997;249028.40000000002;248481.78;239379.36;230453.14
BXG;INDUSTRIAL;12;1237.63;79529.75;72119.82;62055.619999999995;58452.950000000004;71781.27;69761.04000000001;94526.37;78474.01999999999;91283.35;66698.12;78978.32;74766.15000000001
TOC;INDUSTRIAL;6;151.73000000000002;12455.16;11701.99;14217.24;5428.45;1332.56;11861.2;9816.0;7845.62;9945.22;10199.79;8988.5;7758.0
INO;RESIDENCIAL;56765;31541.07000000206;7669283.0;8214564.750000517;9359493.04;8742264.800000591;10995331.60000068;10063341.039998783;11243433.629999325;7223877.000000157;7574982.2;7303045.930000613;7433080.589999795;7942455.2
SJB;COMERCIAL;230;703.0200000000002;158799.00999999998;157924.74;171249.83;189067.04000000004;175983.51;185522.04;177903.82;154100.17;139931.89;125340.43;136169.26;125022.43000000005
NVS;COMERCIAL;1159;22588.860000000004;2550074.15;2679966.1999999997;2756793.1100000003;2973824.5100000007;3150760.0100000002;3021756.2900000005;3314268.01;2977720.639999999;2776896.46;2530465.7299999995;2557892.66;2496330.5700000003
MPA;RURAL;6;11.709999999999999;4529.3099999999995;4368.0;4393.0;5020.0;6083.040000000001;4831.0;5595.0;4288.0;4029.0;7693.0;4418.0;4429.0
INO;COMERCIAL;1274;7899.799999999996;1275718.7299999997;1338798.58;1324806.77;1506864.3400000003;1463991.71;1604976.73;1581513.4300000002;1434189.4100000001;1313429.5400000003;1344267.49;1378102.06;1290462.0099999998
VPA;PODER_PUBLICO;393;1774.48;189414.08;185576.3;204279.73;263874.0;268635.63;336219.08999999997;290699.77;258867.0;226886.47999999998;264904.8200000001;248190.0;237204.66
CAM;SERVICO_PUBLICO;27;448.4;62998.0;60609.0;61928.600000000006;63430.259999999995;61604.520000000004;57306.9;65817.72;78835.78;40075.58;50680.03;71561.5;51722.17
VDP;PODER_PUBLICO;267;7902.000000000001;824437.47;837500.12;921811.64;1158023.98;1183606.53;1283348.6099999999;1145849.7;883461.2;751293.06;735201.2900000003;766018.9199999999;720925.8999999999
PIN;INDUSTRIAL;39;218.90999999999997;55605.76;56475.16;58146.94;66349.7;64186.11;64808.600000000006;66436.5;59149.78;54313.07;54092.69;50737.26;57384.4
RBN;SERVICO_PUBLICO;33;1322.84;165665.06;146215.1;145756.80000000002;158347.04;199422.58000000002;154898.71999999997;196003.93;169018.66999999998;313231.35;20620.89;174141.34;166843.87000000002
TAG;PODER_PUBLICO;108;982.24;117038.76;132338.77;129255.75;163148.08;178039.0;202491.8;182156.99000000002;142059.94;126494.01000000001;110877.68999999994;123746.68;125382.06
ITO;PODER_PUBLICO;75;2152.86;40458.22;46279.24;33826.35;64831.0;66191.93;79430.46;78648.64;52158.2;47002.490000000005;40113.85999999999;52984.4;50154.89
ROL;SERVICO_PUBLICO;8;19.080000000000002;7966.0;6913.0;9782.0;10297.0;9891.0;12492.0;11323.0;11229.0;10839.0;12486.0;6086.65;3034.6800000000003
IBS;PODER_PUBLICO;102;6847.92;384667.91000000003;380451.11;517889.49999999994;577067.2300000001;676072.23;653485.4300000002;769150.1;611501.36;556234.35;476731.92000000004;501368.43000000005;492927.44999999995
SCL;PODER_PUBLICO;26;41.50000000000001;6764.0;7293.0;7637.0;9411.0;18021.0;22318.0;21497.0;15948.0;12204.0;9700.109999999999;10897.0;11347.0
CAR;PODER_PUBLICO;114;475.24;74832.9;78787.52;89254.0;113289.19;111085.72;123948.77;114670.65;90605.38;73992.4;73534.15;78268.31;74967.25
VPA;SERVICO_PUBLICO;97;1352.62;148106.0;145201.0;131597.77;170352.91999999998;153173.40000000002;138225.88;172405.71;151359.88;197121.77;160539.8;114637.17000000001;90062.42
SJA;PODER_PUBLICO;153;1298.88;169924.61;174429.43;199528.37;247440.21000000002;242372.61;284740.74;265037.25;208329.07;174852.4;171616.35999999996;176360.88;174017.06
PTI;SERVICO_PUBLICO;10;46.06999999999999;20046.0;19223.0;23680.0;23789.0;19721.0;16844.0;30270.0;19966.0;17781.0;18826.0;10266.54;5832.42
CEL;SERVICO_PUBLICO;15;275.78999999999996;167665.51;146537.93;214420.97;182053.38;173362.74;146289.4;165203.38;142011.66;113965.18;156820.28;127827.65;156883.59
ARS;PODER_PUBLICO;80;9640.75;934359.98;966186.8799999999;1295381.85;1342605.2;1381957.47;1451825.22;1469637.91;1196919.4500000002;1085527.74;1046871.9600000001;1073862.12;1044876.1
ITA;SERVICO_PUBLICO;105;1178.54;225963.07;209882.99;235618.39;277205.28;247046.89;237567.17;354490.6;269508.23;275927.26;325291.93;228605.61999999988;145650.78
BAX;PODER_PUBLICO;247;4678.28;496751.82999999996;559907.6599999999;574631.78;608660.59;698173.1200000001;721867.14;760497.74;574400.26;464512.1;406644.39;445149.58999999997;418696.31999999995
MAL;PODER_PUBLICO;4;37.849999999999994;5405.4;3057.8;2965.8;3731.4;4250.4;5453.0;6178.6;5143.8;4662.4;3949.9900000000002;4966.8;4834.6
PTM;COMERCIAL;173;1489.7999999999997;306069.66;325591.91000000003;296183.66;336437.51;394238.49;346807.31999999995;327165.72;268783.14;245538.14;247639.19;254085.86;235825.69000000003
CAR;SERVICO_PUBLICO;9;83.09;11700.0;18040.0;23789.0;24479.0;15271.0;17932.0;15465.0;10929.0;10368.0;13219.0;460.32;14392.29
TRB;SERVICO_PUBLICO;31;2190.8099999999995;423500.6;384762.08;409856.72;410891.46;383488.15;322986.15;436823.74;445899.49;401335.27;446392.79000000004;254684.27000000002;357251.42
RDO;PODER_PUBLICO;225;6551.08;595542.3299999998;574774.76;692077.4900000001;732209.95;765809.3;774836.6199999999;844838.21;730979.63;660134.5;546321.7500000003;636863.64;621519.6799999999
PRL;PODER_PUBLICO;104;1289.81;132987.64;134088.19;163452.28999999998;202770.62;236901.24;238314.63;241340.22999999998;190260.46000000002;157021.05;122318.16999999997;143581.65;141106.94
ANG_FURNAS;PODER_PUBLICO;49;261422.64;3873302.6799999997;3856810.38;3683824.27;3850935.83;4171790.2;3813576.15;4143185.3099999996;5641040.300000001;7298652.81;8834523.379999999;5547454.94;4798470.3
VIV;PODER_PUBLICO;98;1725.3899999999999;78192.52;93007.07;80632.72;94510.43;102171.5;118385.7;111268.63;94465.2;78521.76000000001;75184.24999999997;85784.54000000001;79458.06
BJD;SERVICO_PUBLICO;41;321.81000000000006;112862.0;105364.0;97639.0;117304.3;113812.34;108179.2;121397.3;110962.01000000001;121520.26000000001;131747.8;61396.32000000001;53181.51000000001
PTM;RESIDENCIAL;2739;2829.349999999993;956723.3;905617.7500000026;920063.49;914909.5599999973;832535.480000001;901421.1799999968;894646.650000003;749167.5799999995;804872.4;784770.9900000022;730939.2500000012;837600.3
GXD;PODER_PUBLICO;96;1948.51;190394.16;213160.28999999998;211468.11000000002;237165.0;294758.12;334004.27999999997;325999.99;275342.41;234015.90999999997;195629.40000000002;224863.27000000002;224968.25
RDC;PODER_PUBLICO;68;465.16;69123.52;69581.72;73236.78;84861.0;90244.37;86758.06;87679.12;104760.6;88962.73;76649.31999999999;82872.6;85767.61
RBN;PODER_PUBLICO;128;3438.71;194829.6;216735.95;230915.48;278469.9;308758.38;356286.47;352742.31;261135.77999999997;233868.16999999998;221037.39999999997;223791.12;222894.15
CEL;PODER_PUBLICO;115;7149.79;634647.9700000001;1009386.31;792220.17;829804.06;941262.8400000001;946741.01;1016106.04;814757.23;719104.3700000001;815515.2200000001;359034.74;633091.95
TRM;PODER_PUBLICO;168;640.16;45686.14;44864.6;44170.47;74830.9;82836.31;85601.28;83666.18000000001;77167.29999999999;77900.24;60425.19999999997;68402.79999999999;66967.34
ANG_FURNAS;COMERCIAL;26;444.55;82788.11;83071.26;104746.95000000001;100868.87;121055.42000000001;105027.6;128625.5;91845.46;80468.88999999998;70617.78;71885.79000000001;65956.71
MAR;SERVICO_PUBLICO;54;1626.46;104247.0;134953.0;132871.47;155871.75;170232.78000000003;167458.15999999997;175667.97999999998;156803.01;284603.9;59971.83;156491.28000000003;144759.72000000003
TRB;PODER_PUBLICO;180;4624.61;193248.39;195814.78;263617.27;232820.51;268867.83999999997;293218.16000000003;294877.13;257957.89;252337.84999999998;219629.48999999993;258421.0;256300.46000000002
SCL;SERVICO_PUBLICO;21;1330.39;148580.0;148778.0;137730.8;127624.02;135146.86;120121.59999999999;141917.85;119373.03;193890.0;51798.67;93376.35;92607.02
BJD;PODER_PUBLICO;276;1161.2700000000002;97323.12;90312.23999999999;104645.13;110526.44999999998;117055.18;126890.97;118605.09000000001;105036.43999999999;96973.33;83887.87999999996;102088.20000000001;98968.12
MIR;PODER_PUBLICO;156;1615.3300000000002;140733.08000000002;139191.16999999998;139765.72;171196.48;179976.95;232981.02000000002;191669.87;132877.49;114939.0;103433.75999999998;124428.2;137207.29
ITP;COMERCIAL;1446;8818.309999999998;1711218.92;1687566.44;1710139.14;1914412.0299999998;1779088.29;1763414.0899999999;1802325.49;1688145.5;1599015.35;1630761.3899999997;1524504.35;1586407.0699999998
SLR;PODER_PUBLICO;403;25754.28;1683841.5700000005;1702974.73;2085471.1600000004;2704029.2600000002;2637168.0099999993;2989072.64;2729007.3499999996;2213312.6000000006;1844582.6999999995;1880472.7900000003;1974227.9;1921677.4399999997
ITC;PODER_PUBLICO;244;1628.53;185789.03;194876.54;202480.59000000003;231859.61;241072.67;311629.88;277822.92;234418.38;195481.83000000002;159001.59999999992;185168.38;193591.61
CDM;PODER_PUBLICO;69;1388.9199999999998;87228.48000000001;91466.55;112160.94;133909.34;156147.28000000003;150804.66;204044.86;142032.56;101250.48999999999;86446.48999999999;98641.44;95249.88
BUE;OUTROS;2;126.78999999999999;7279.08;7933.3;7967.66;7513.09;13877.07;18759.9;8395.81;5859.65;6375.26;14174.73;7008.86;7222.36
FAG;PODER_PUBLICO;11;22.350000000000005;5017.0;5898.0;4458.0;4111.0;4396.0;7217.0;11418.0;13484.0;5192.0;5470.83;5987.0;5587.0
ANG;PODER_PUBLICO;317;10324.230000000001;554361.02;620926.6000000001;711363.91;884193.01;931193.8200000001;1049047.61;855895.28;724367.55;636674.07;609773.1900000001;618566.53;595926.84
NVS;PODER_PUBLICO;75;14859.439999999999;2101237.8000000003;2186924.92;1992550.44;2578501.03;2441195.4500000007;2471366.67;2627018.5299999993;2610990.87;1887987.75;2012017.3999999997;2134087.83;1616720.6000000003
ITP;RURAL;93;138.57;46692.660000000025;42448.0;50950.0;52162.0;56109.66000000002;52161.0;52310.0;48613.0;44186.0;45817.0;45801.0;43270.0
SPT;COMERCIAL;1680;9123.190000000002;1935544.37;1968211.29;2134615.98;2128754.3899999997;2092489.1300000004;2197732.41;2250780.2800000003;1924013.59;1767869.7;1729388.6099999996;1695823.75;1651406.0500000003
CED;PODER_PUBLICO;24;259.8;30064.68;29432.88;31714.46;40104.0;40419.84;47078.43;46369.75;38017.0;34496.32;33156.36;36612.0;39732.270000000004
MBU;PODER_PUBLICO;65;3612.55;62660.09999999999;67409.92;68519.95999999999;90470.4;78771.58;102975.13;95711.67;76074.4;65220.600000000006;65903.40999999999;68839.2;69359.02
PIN;PODER_PUBLICO;144;3843.3100000000004;309933.54;300466.38;362565.84;403280.71;444047.7;447755.49;494802.65;396447.73;361305.93999999994;318483.91;337227.29;336265.42999999993
SPA;PODER_PUBLICO;197;4983.69;576370.3700000001;606824.25;686656.7399999999;871238.5599999998;795016.3499999999;807702.24;819007.61;716979.1799999999;672613.5399999999;509016.0399999999;630043.74;805800.01
ITP;INDUSTRIAL;52;10329.28;2272567.67;1533566.6400000001;1664654.35;1862996.9100000001;1469380.4100000001;1268153.22;1764839.94;1752440.78;1691496.54;1331064.2799999998;1035152.72;1775613.79
ARC;PODER_PUBLICO;101;13125.45;154528.12;157524.52;184470.35;233570.91999999998;228331.4;234818.40000000002;254830.53999999998;210022.3;189942.57;175923.91999999998;174797.58000000002;168758.78000000003
TAP;PODER_PUBLICO;21;5.580000000000001;1337.0;1344.0;1613.0;1940.0;2066.0;3078.0;3161.0;3279.0;2848.0;2406.56;2667.0;2736.0
ING;PODER_PUBLICO;271;31773.45;983062.8199999998;811309.8800000001;754553.3500000001;1013165.8200000001;1055024.88;1314489.4100000004;1493923.5200000005;1197659.0;1036306.9599999998;1085122.03;1053011.6500000001;1062208.58
DIC;SERVICO_PUBLICO;130;3946.97;441474.62;440543.69;437911.15;464755.99;446764.72;484063.29000000004;552063.03;427916.45;418356.97;629194.95;640266.3799999999;522807.97
EAR;SERVICO_PUBLICO;34;1859.39;325913.77;413133.01;491618.88;546320.6599999999;710748.0499999999;550969.0;714799.9199999999;679902.5299999999;623420.27;465398.67;501661.43;464533.12
ITP;PODER_PUBLICO;67;1222.56;110933.87000000001;101928.63;125726.6;121904.5;123657.17;124958.48;131553.36000000002;117042.21;103965.04000000001;96644.56999999998;112911.02;113304.54000000001
SEC;COMERCIAL;235;1719.33;254712.04;242141.06;266551.93000000005;293308.48;282217.95;261367.15000000002;295738.73000000004;270253.47000000003;273687.14;244052.92;256523.57;263208.3800000001
SEC;INDUSTRIAL;3;5.250000000000001;3444.0;2578.0;3046.0;3204.0;1269.0;2649.0;2923.0;3037.0;2783.0;2999.0;3074.0;3171.0
SPA;SERVICO_PUBLICO;53;3737.98;377399.19;439792.66000000003;483877.25;517671.22;700274.7100000001;418324.47;525637.75;326700.93;289890.84;274162.44;268856.59;251882.74
ITC;SERVICO_PUBLICO;64;1257.63;155870.0;169359.0;162275.31;144793.15000000002;160322.72999999998;139301.62;160388.72;183025.95;213913.16;90984.19;98830.34;114165.19
SEC;RURAL;137;242.89999999999995;66884.53000000001;67175.68;64885.78;60999.9;60127.019999999975;58598.0;55603.19;50256.42;50255.630000000005;52768.57;50720.17;46504.43
BJD;OUTROS;8;31.740000000000002;9671.4;10010.0;2506.0;1487.43;923.0;0.0;0.0;0.0;203.52;27031.68;8279.0;5489.0
PRM;PODER_PUBLICO;117;1061.63;160577.33;172687.37;197282.35;219509.54;253870.98;263883.17;263015.44999999995;204094.38;161227.02000000002;135618.51999999996;153081.15999999997;160526.81
RDC;RURAL;148;224.69000000000003;58427.59000000005;49386.84;49419.33;65797.34;55255.78999999999;59078.299999999996;55492.49;51639.01;51673.13;59082.55;68253.22;55957.56
PTI;INDUSTRIAL;23;54.35999999999999;27475.46;26372.0;28667.4;28266.0;30281.06;29851.0;24966.0;23833.0;23199.0;31386.0;28036.0;25449.0
RSD;RURAL;39;72.10000000000001;18625.489999999998;17491.0;19293.0;18221.0;19327.56;21085.0;19481.0;16674.0;16927.0;15105.0;15220.0;15007.0
SCS;RURAL;21;255.29;3508.51;3390.54;4224.45;6385.11;5875.5599999999995;5543.0;13773.0;5858.0;4287.0;5151.0;10208.0;4760.0
BUZ;RURAL;119;70.62000000000002;21278.02;18317.0;24069.0;21060.0;22521.840000000004;21704.0;29047.0;17925.0;24875.0;19411.0;15655.0;14974.0
ITA;INDUSTRIAL;78;3977.74;563415.23;538537.37;479425.94;357546.58;565304.01;487922.08999999997;564522.79;555170.28;583876.8099999999;556636.1499999999;543991.8099999999;604236.4700000001
PDR;PODER_PUBLICO;55;1263.95;129306.09999999999;111648.28;113669.6;112901.47;139633.84;144230.95;138770.31;122315.8;100953.06;93388.4;111727.2;105272.31999999999
TAT;OUTROS;1;4.6;603.72;683.0;357.0;460.53;0.0;0.0;0.0;0.0;99.45;2389.92;614.0;423.0
MAM;OUTROS;1;30.49;7554.6;5898.0;6976.0;4280.85;3043.0;0.0;0.0;0.0;157.89;34243.56;103.0;97.0
ITB;PODER_PUBLICO;68;1494.59;172598.66999999998;169536.27000000002;209699.76999999996;214025.38;249958.51;249798.01;264744.58;207015.22;184615.74;163257.48999999996;180142.78;180554.00999999998
GXD;SERVICO_PUBLICO;40;3969.37;145228.66999999998;143690.02;154223.44999999998;155427.95;147109.63;114374.36;126607.67000000001;116897.31999999999;179555.25;23245.43;140584.72;103632.91
FAG;RURAL;95;114.50000000000004;46588.560000000005;41500.6;45298.799999999996;43500.9;47514.28;47419.799999999996;42982.7;41507.6;40758.4;48088.2;46772.6;39795.6
CAB;PODER_PUBLICO;47;2260.65;121429.9;108371.59;123469.38000000002;134600.29;148289.51;151066.65;165517.0;142715.64;122779.03;113482.34;110128.4;125133.39
PIR;OUTROS;1;2.17;207.36;175.0;165.0;137.34;121.0;0.0;0.0;0.0;5.1;2438.28;292.0;279.0
TER;SERVICO_PUBLICO;22;1893.04;756598.0;716277.0;643443.64;734583.0;676876.32;719820.52;722373.19;795438.0;758075.21;878002.89;689591.09;677862.5
FAG;SERVICO_PUBLICO;5;38.44;10036.0;8201.0;10228.0;15291.0;11860.0;16355.0;15637.0;16289.0;12883.0;16929.0;12370.249999999998;4681.38
BAR;SERVICO_PUBLICO;34;1244.66;141580.38999999998;144240.0;153890.86000000002;150767.91999999998;141338.45;135099.19;146346.83000000002;131466.96;126641.36;130897.94;113956.46999999999;113296.62000000001
EAR;PODER_PUBLICO;90;1954.11;196459.27000000002;204507.57;251569.17;322052.25;304470.66000000003;324342.43999999994;334762.68;258296.34999999998;233995.4;204571.31;228512.36000000002;222508.61
SLR;INDUSTRIAL;94;24381.12;1163209.0000000002;1001086.3599999999;745480.6399999999;1099700.56;1271843.16;1065607.78;1147282.52;772934.11;638158.0700000001;954952.36;753765.9600000001;788321.7000000001
IGB;PODER_PUBLICO;150;1305.23;117656.98;132405.61;156549.73;260633.57;250301.53;292290.86;224080.68;187182.74;151497.94;135054.09999999998;155823.53;149670.34
CAF;SERVICO_PUBLICO;23;202.29999999999998;51542.25;59723.42;56036.520000000004;43917.240000000005;30601.55;30958.8;29377.68;29458.15;30673.14;32098.98;24849.46;18711.61
FRL;SERVICO_PUBLICO;4;14.37;8744.0;8977.0;7955.0;9370.0;8430.0;10002.0;7726.0;7064.0;6900.0;7486.0;4395.67;2631.7500000000005
VAS;RURAL;883;553.1399999999995;158058.15000000005;140816.36;154264.57;152692.62;153143.0400000003;153600.0;138505.06;131342.53;122541.84;144692.37;152595.25;137017.79
NSA;PODER_PUBLICO;246;1855.3299999999977;273175.55;268556.12;283550.53;313979.26;340273.22;386393.36;375798.77;342289.55;283137.56;245391.74999999953;281697.0;267680.44
PAP;RESIDENCIAL;8748;4744.220000000023;957350.17;982602.2000000053;1019164.88;1046063.2700000058;1388846.0800000145;1381962.9500000083;1515080.509999992;966255.7499999802;1036284.0;1002153.0099999941;988503.5099999981;1026411.0
PAP;COMERCIAL;438;1066.4299999999998;222728.71;261948.28999999998;232557.73;323443.86;305296.37;325689.83999999997;304549.32999999996;275172.44999999995;254351.72000000003;267223.22;254309.38;247475.20000000027
ARA;PODER_PUBLICO;119;1527.96;151221.39;174289.97;175499.40000000002;212425.63;202437.66;298274.6;243479.58000000002;182119.72;164973.8;136358.13;150518.16999999998;143552.14
SPT;PODER_PUBLICO;161;11951.21;752094.06;783258.96;1014366.2300000001;1154301.0;1203810.6700000004;1278082.8399999999;1316357.6199999999;998406.0499999998;871247.9700000002;816910.1999999998;864237.78;836757.2800000001
ARA;SERVICO_PUBLICO;36;1131.29;332373.18;315964.14;307763.06;346606.88;353871.57;331101.73000000004;369736.06;338947.53;316668.89;321272.63;297655.5;283378.52999999997
BRL;PODER_PUBLICO;26;11.820000000000004;4458.0;4853.0;4551.0;6744.0;6542.0;7716.0;7107.0;6914.0;6930.0;6347.4800000000005;7097.0;7111.0
MUR;SERVICO_PUBLICO;12;31.819999999999997;14465.0;15511.0;15599.0;21477.0;13648.0;15038.0;15589.0;15997.0;14537.0;12103.0;7577.909999999999;5306.73
ITB;SERVICO_PUBLICO;29;2576.61;232136.0;216220.0;192148.46999999997;231221.71000000002;240926.75;227384.44;236998.15;238951.84000000003;411667.0;36940.47;249041.15;239520.26
TAG;SERVICO_PUBLICO;28;498.31;25846.0;24700.0;23986.9;27080.29;28612.72;23138.46;30865.06;24219.24;4935.0;53350.81;31420.48;32202.92
SAB;SERVICO_PUBLICO;6;408.88;35360.0;29792.0;29269.0;37526.0;34807.0;57103.0;94649.0;37738.0;35952.0;84741.0;141486.97;75277.29
PRL;COMERCIAL;355;4369.139999999999;652393.52;628166.28;665848.3800000001;869278.2;870348.69;786381.6;793291.5499999999;848509.9199999999;753249.0;762968.34;893818.01;771261.6600000001
PIR;COMERCIAL;12;2260.73;227682.93;223594.54;186402.53;222699.75;245610.4;217013.43;250582.43;223564.48;235254.89;221744.32;244774.78;235179.16
INO;PODER_PUBLICO;182;2729.43;172732.1;190040.09999999998;222992.3;261676.53000000003;328350.36;377016.66;337275.0;260655.55000000002;218557.74;178663.80999999994;208716.52000000002;212719.32
CQT;PODER_PUBLICO;26;16.36;9370.6;9985.0;7418.6;7413.6;7485.8;9605.2;10028.4;9742.4;9476.2;8133.35;9504.0;10042.8
MAC;SERVICO_PUBLICO;12;1050.06;126950.0;120227.0;108824.38;139290.0;129648.43000000001;145890.90999999997;128052.04;136658.0;123477.51999999999;129001.15;114730.09;129750.36
GAB;PODER_PUBLICO;169;8243.54;404928.95999999996;452899.78;426536.19;611828.93;663868.36;811495.79;705899.9400000002;579155.1299999999;469341.47;462809.17000000004;521448.07;492896.69000000006
ABD;PODER_PUBLICO;3;0.49;139.0;134.0;183.0;179.0;256.0;353.0;308.0;244.0;197.0;177.10999999999999;203.0;198.0
BAR;PODER_PUBLICO;78;15411.6;86205.23;85366.23;86630.42;89124.22;103876.79000000001;115229.36000000002;117386.48000000001;93659.41;84135.0;85894.91;93235.63;99941.81
TRM;SERVICO_PUBLICO;16;138.11;38821.0;34967.0;33871.21;41638.82;37659.119999999995;33258.2;44269.71;42414.28;45422.68;48550.86;43903.56;67104.3
BAX;SERVICO_PUBLICO;50;412.18;114295.83;126067.01999999999;140020.35;139783.43;125251.94;134330.72;148998.91999999998;140411.05;128154.03;138380.36;100660.38;67960.39
NPA;PODER_PUBLICO;16;90.39999999999999;35054.9;38209.5;25923.8;28943.1;44234.1;60609.7;48435.2;38634.0;33855.1;28841.690000000002;34015.2;34478.7
MPA;PODER_PUBLICO;69;1718.41;88406.25;99483.22;108818.45000000001;129660.82;181030.94;204777.01;210393.31;149183.65;132616.44;108706.56000000003;134565.93;124519.0
ARL;SERVICO_PUBLICO;39;162.62000000000003;72146.0;66245.0;69529.23;80727.0;76915.0;93400.0;83320.0;83258.0;81362.0;85802.0;48044.77999999999;27284.730000000003
GAB;SERVICO_PUBLICO;50;2452.53;159818.0;164627.0;196701.09999999998;205960.51;197481.14;176314.42;184329.42;158033.34;261592.0;107133.38;135219.30000000002;125778.06
